longitude,latitude,code,name,type,phone,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
-120.788,47.962,RIVL,Riverbend  - Law,NF,509.548.6977/509.664.9200,,,6,2530,NR,WA,26,N,Leavenworth
-122.222,48.491,RIVE,Riverfront RV Park - Sedro Woolley,CP,,,,38,,WE DP FT DW,WA,1.1,SE,Sedro-Woolley
-117.496,47.697,RIVS,Riverside State Park,SP,509.465.5064,all year,,32,1703,WE DP 45ft FT DW SH RS,WA,5.9,SE,Nine Mile Falls
-120.577,48.461,ROAD,Roads End,NF,509.996.4003/509.664.9200,,swim in river,4,3701,NH ND NS NR,WA,21.9,W,Twisp
-120.461,45.719,ROCK,Rock Creek Park - Columbia River Gorge,COE,,,,108,,WE DP FT DW SH NR,WA,39.9,E,Lyle
-122.324,45.765,ROC2,Rock Creek- State Forest,SF,360.577.2025,see agency web site for open/closed status,,19,,NH ND VT DW NS NR PA,WA,8,SE,Yacolt
-119.759,48.406,ROC3,Rock Creek- State Forest,SF,,see agency web site for open/closed status,,6,2440,NH ND VT DW NS NR PA,WA,8.6,W,Okanogan
-120.918,47.608,ROCI,Rock Island,NF,509.548.6977/509.664.9200,,,24,2799,NH ND NS NR,WA,12,W,Leavenworth
-119.787,48.453,ROC4,Rock Lakes- State Forest,SF,,see agency web site for open/closed status,,8,3823,NH ND VT NW NS NR PA,WA,11.3,NW,Okanogan
-117.871,48.494,ROC1,Rocky Lake- State Forest,SF,509.684.7474,see agency web site for open/closed status,,7,2257,NH ND VT DW NS NR PA,WA,3.8,S,Colville
-122.221,46.774,ROCK,Rocky Point  - Alder Lake,UTIL,888.226.7688,,,25,,WE DP FT DW RS,WA,,,Eatonville
-122.698,48.322,ROCK,Rocky Point RV Military - Whidbey Island,MIL,360.257.2178,,military only - do not use our lat/lon - contact them for directions and info,,,RS,WA,3.2,NW,Oak Harbor
-120.222,45.732,ROOS,Roosevelt Park - Columbia River Gorge,COE,,,no designated sites - RVs park in lot,15,,NH ND FTVT DW NS NR N$,WA,0.8,S,Roosevelt
-121.071,48.985,ROSS,Ross Lake NRA,NRA,360.854.7200,,,,1706,NH ND NS NR N$,WA,,,
-119.128,48.608,ROUN,Round Lake - WDFW,SFW,,early may-late oct,Fish/Wildlife sites may have few facilitiies,,2625,NH ND VT NS NR N$,WA,15.7,SE,Tonasket
-120.463,46.752,ROZA,Roza - Yakima River Canyon,BLM,509.536.1200,,unknown facil,,,ND NS NR,WA,10.5,N,Yakima
-120.258,48.681,RUFF,Ruffed Grouse,NF,509.996.4003/509.664.9200,,,4,3140,NH ND 35ft NS NR N$,WA,22.8,N,Twisp
-121.762,46.118,SADD,Saddle,NF,509.395.3401/360.891.5001,,,6,4285,NH ND NS NR N$,WA,,,
-121.1,47.401,SALL,Salmon La Sac,NF,509.852.1100/509.664.9200,early jun-late aug,,185,2428,NH ND 32ft NS RS PA,WA,16.1,NW,Cle Elum
-119.842,48.658,SALM,Salmon Meadows,NF,509.486.2186/509.664.9200,,,13,4465,NH ND NS NR L$,WA,8.1,NW,Conconully
-123.696,48.162,SACR,Salt Creek County Rec Area,CP,360.928.3441,,,90,,WE DP SH,WA,12.6,W,Port Angeles
-121.366,47.89,SANJ,San Juan,NF,360.677.2414/425.783.6000,,,9,1608,NH NR,WA,15.5,E,Gold Bar
-123.159,48.541,SANU,San Juan Island County Park,CP,360.378.8420,,take auto ferry - get reservations,20,,NH ND FT DW NS RS,WA,3.7,W,San Juan Islan
-121.56,48.411,SAUK,Sauk Park,CP,360.853.8808,mid apr-late oct,unknown facilities,15,,NH ND NS L$,WA,12.3,SE,Concrete
-121.095,46.975,SAWM,Sawmill Flat,NF,509.653.1410/509.664.9200,mid may-late sep,,23,2556,NH ND NS RS,WA,25.2,NW,Naches
-122.845,47.643,SCEN,Scenic Beach State Park,SP,360.830.5079,early may-late sep,,52,,NH DP 60ft DW SH RS,WA,0.8,W,Seabeck
-120.802,47.974,SCHA,Schaefer Creek,NF,509.548.6977/509.664.9200,,,10,2500,NR,WA,26.9,N,Leavenworth
-123.466,47.096,SCHS,Schafer State Park,SP,360.482.3852,mid apr-late sep,,42,,WE DP 40ft SH NR,WA,6.9,NW,Elma
-122.893,47.711,SEAL,Seal Rock,NF,360.765.2200/360.956.2300,,,41,,NH ND 21ft NS NR,WA,2.2,N,Brinnon
-122.818,46.296,SEAQ,Seaquest State Park,SP,360.274.8633,all year,,88,,E DP 50ft DW SH RS,WA,4.5,E,Castle Rock
-123.026,48.039,SEQU,Sequim Bay State Park,SP,360.683.4235,all year,,65,,E DP 45ft SH RS,WA,4.5,SE,Sequim
-121.599,48.739,SHAN,Shannon Creek,NF,360.856.5700/425.783.6000,early jun-mid sep,,34,,NH ND NS RS,WA,37.9,NE,Burlington
-122.936,48.565,SHAW,Shaw County Park (Shaw Island),CP,,,take auto ferry-2 mi dock to camp,11,,NH ND VT DW NS RS,WA,1.4,S,Shaw Island
-117.836,48.96,SHEE,Sheep Creek- State Forest,SF,509.684.7474,see agency web site for open/closed status,,11,1936,NH ND VT DW NS NR PA,WA,26.1,N,Kettle Falls
-118.463,48.605,SHER,Sherman Overlook,NF,509.738.7700/509.684.7000,,,10,5253,NH ND NS NR L$,WA,18.6,W,Kettle Falls
-123.157,46.895,SHER,Sherman Valley- State Forest,SF,360.577.2025,see agency web site for open/closed status,,7,,NH ND VT NW NS NR PA,WA,5.2,NE,Oakville
-120.16,48.621,SHRE,Shrew - WDFW,SFW,,,Fish/Wildlife sites may have few facilitiies,,2150,NH ND VT NS NR N$,WA,9.9,N,Winthrop
-120.539,47.96,SILF,Silver Falls,NF,509.784.1511/509.664.9200,,,43,2418,NH ND 22ft NS NR,WA,24.9,NW,Entiat
-121.698,48.905,SILV,Silver Fir,NF,360.856.5700/425.783.6000,early jun-mid sep,,29,4977,NH ND NS RS,WA,17.3,E,Maple Falls
-121.531,46.994,SILS,Silver Springs,NF,/425.783.6000,early jun-mid sep,,62,2740,NH ND NS RS,WA,11,S,Greenwater
-119.69,48.696,SINL,Sinlahekin Creek - WDFW,SFW,,,Fish/Wildlife sites may have few facilitiies,,1672,NH ND VT NS NR N$,WA,11.4,W,Tonasket
-123.46,46.271,SKAM,Skamokawa Vista City Park,CP,360.795.8605,,,,,WES DP DW SH,WA,0.2,W,Skamokawa
-117.227,48.292,SKOO,Skookum Creek- State Forest,SF,,see agency web site for open/closed status,,10,2054,NH ND VT DW NS NR PA,WA,11.5,NW,Newport
-118.06,48.733,SNAG,Snag Cove - Lake Roosevelt National Rec Area,NP,509.633.9441,all year,,9,,NH ND VT DW NS NR L$,WA,,,
-120.29,47.96,SNOW,Snowberry,NF,509.682.2576/509.664.9200,,,11,2005,NR,WA,15.1,NW,Chelan
-121.216,46.926,SODN,Soda Springs,NF,509.653.1410/509.664.9200,early jun-mid sep,,26,3058,NH ND VT NS RS,WA,7.1,W,Cliffdell
-121.48,46.704,SODT,Soda Springs,NF,360.497.1105/360.891.5001,,,13,3271,NH ND NS NR,WA,11.3,NE,Packwood
-120.97,47.858,SODL,Soda Springs  - Law,NF,509.548.6977/509.664.9200,,,5,2267,NH ND NS NR,WA,23.1,NW,Leavenworth
-123.855,47.965,SOLD,Sol Duc - Olympic National Park,NP,360.565.3130,,,82,1791,NH DP 21ft DW NS NR,WA,22.3,SW,Port Angeles
-121.767,46.112,SOUT,South,NF,360.449.7810/360.891.5001,,,8,4101,NH ND NS NR N$,WA,,,
-120.529,48.438,SOUC,South Creek,NF,509.996.4003/509.664.9200,,,4,3169,NH ND NS NR,WA,19.4,W,Twisp
-120.339,48.105,SOUN,South Navarre,NF,509.682.2576/509.664.9200,,,9,6312,NH ND NS NR,WA,20.3,SE,Stehekin
-119.333,47.083,SOUT,South Outlet - WDFW,SFW,,all year,Fish/Wildlife sites may have few facilitiies,,,NH ND VT NS NR N$,WA,4.1,SW,Moses Lake
-117.183,48.392,SOUK,South Skookum Lake,NF,509.447.7316/509.684.7000,,,43,3533,NH ND NS NR,WA,7.1,NE,Usk
-122.592,48.058,SOUW,South Whidbey Island State Park,SP,360.331.4559,all year,,54,,E DP 50ft DW SH RS,WA,4.5,NW,Freeland
-119.702,48.616,SOUT,Southwest End - WDFW,SFW,,early may-late oct,Fish/Wildlife sites may have few facilitiies,,1916,NH ND VT NS NR N$,WA,16.3,NW,Omak
-122.862,48.536,SPEN,Spencer Spit State Park,SP,360.468.2251,mid mar-mid oct,take auto ferry,37,,NH DP NS RS,WA,2.5,E,Lopez Island
-117.765,47.836,SPOK,Spokane Lake Campground- State Forest,SF,509.684.7474,see agency web site for open/closed status,,9,1706,NH ND VT DW NS NR PA,WA,5.4,SW,Tumtum
-119.809,48.39,SPOR,Sportsmans Camp- State Forest,SF,,see agency web site for open/closed status,,6,3242,NH ND VT NW NS NR PA,WA,10.5,W,Okanogan
-118.939,47.933,SPRI,Spring Canyon - Lake Roosevelt National Rec Area,NRA,509.633.9441,all year,,87,,NH DP DW NS RS PA L$,WA,2.6,SE,Coulee Dam
-121.673,48.272,SQUI,Squire Creek County Park,CP,360.435.3441,,swimming hole,33,,NH ND NS,WA,21.4,E,Arlington
-117.061,48.767,STAG,Stagger Inn,NF,208.443.2512/208.765.7223,,,9,3330,NH ND NS NR,WA,10.6,NW,Nordman
-123.328,47.515,STAI,Staircase - Olympic National Park,NP,360.565.3130,,,47,,NH ND 21ft DW NS NR L$,WA,11.5,NW,Hoodsport
-119.92,47.149,STAN,Stan Coffin - WDFW,SFW,,all year,Fish/Wildlife sites may have few facilitiies,,,NH ND VT NS NR N$,WA,6.7,SW,Quincey
-122.965,46.64,STAN,Stan Hedwall Park,CP,360.748.6664,,,,,E DP DW SH,WA,1.5,S,Chehalis
-117.708,48.494,STAR,Starvation Lake- State Forest,SF,509.684.7474,see agency web site for open/closed status,,6,2424,NH ND VT NW NS NR PA,WA,9.5,E,Colville
-122.652,48.287,STAY,Staysail RV Park - Oak Harbor,CP,,,Whidbey Isl. -on water - swim,56,,WES DP DW SH,WA,,,Oak Harbor
-119.133,47.852,STEA,Steamboat Rock State Park,SP,509.633.1304,all year,,126,1575,E DP 50ft DW SH RS,WA,7.1,SW,Electric City
-121.11,45.924,STIN,Stimpson Flats - WDFW,SFW,,all year,Fish/Wildlife sites may have few facilitiies,,,NH ND VT NS NR N$,WA,6.8,N,Wahkiacus
-119.697,48.594,SUGA,Sugarloaf,NF,509.486.2186/509.664.9200,,,4,2400,NH ND NS NR L$,WA,16.9,N,Okanogan
-117.283,48.861,SULL,Sullivan Lake,NF,801.226.3564,mid may-late aug,,40,3343,NH RS NP,WA,4.1,E,Metaline Falls
-121.536,46.71,SUMM,Summit Creek,NF,360.497.1105/360.891.5001,,,6,2480,NH ND NS NR N$,WA,23.4,NE,Randle
-119.391,47.587,SUN,Sun Lakes State Park Resort,SP,509.632.5583,early apr-late sep,heavy winds,190,,E DP 65ft DW SH RS,WA,4.9,W,Coulee City
-120.315,45.719,SUND,Sundale Park - Columbia River Gorge,COE,,,no designated sites - RVs park in lot,10,,NH ND NW NS NR N$,WA,,,
-122.25,45.819,SUNS,Sunset,NF,360.449.7810/360.891.5001,,,41,,NH ND NS NR,WA,8.2,SE,Yacolt
-121.759,46.089,SURP,Surprise Lakes Indian,NF,509.395.3401/360.891.5001,,,10,4213,NH ND NS NR N$,WA,,,
-118.834,48.513,SWAN,Swan Lake,NF,509.775.7400/509.684.7000,,,59,3711,NH ND NS NR L$,WA,10.3,SW,Republic
-120.658,47.329,SWAU,Swauk,NF,509.852.1100/509.664.9200,,,47,3192,NH ND NS NR,WA,16.1,NE,Cle Elum
-121.656,48.73,SWIF,Swift Creek,NF,360.856.5700/425.783.6000,,Concession - cold shower at beach,50,,NH ND VT DW SH RS,WA,13.8,N,Concrete
-122.164,46.468,TAID,Taidnapam Park,UTIL,360.497.7707,,,67,,WES DP FT DW,WA,8.2,SE,Morton
-121.599,46.278,TAKH,Takhlakh Lake,NF,360.497.1105/360.891.5001,early jul-mid sep,,54,4449,NH ND 22ft NS RS,WA,19.7,N,Trout Lake
-120.856,47.109,TANE,Taneum,NF,509.852.1100/509.664.9200,,,30,2493,NH ND NS NR,WA,7.2,SE,Cle Elum
-120.933,47.112,TANJ,Taneum Junction,NF,509.852.1100/509.664.9200,,,20,2894,NR,WA,,,Greenwood
-117.572,46.189,TEAL,Teal,NF,509.843.1891/541.278.3716,,,16,5656,NR,WA,19.8,S,Pomeroy
-118.737,48.518,TENM,Ten Mile,NF,509.775.7400/509.684.7000,,,13,2119,NH ND NS NR L$,WA,9,S,Republic
-122.853,46.855,TENI,Tenino City Park,CP,,,swim in quarry pool,,,NH ND FT DW NS,WA,0.1,S,Tenino
-118.058,46.579,TEXA,Texas Rapids - Snake River,COE,,,,,,NH ND FT NS NR,WA,9.7,SW,Hay
-121.578,47.071,THED,The Dalles,NF,/425.783.6000,,,52,3360,NH ND NS NR,WA,5.3,S,Greenwater
-118.728,48.481,THIR,Thirteen Mile,NF,,,,4,2031,NH ND NS NR N$,WA,11.5,S,Republic
-119.954,48.7,TIFF,Tiffany Spring,NF,509.486.2186/509.664.9200,,,6,6788,NH ND NS NR N$,WA,18.7,NE,Winthrop
-121.779,46.123,TILL,Tillicum,NF,360.449.7810/360.891.5001,,,15,3924,NH ND 18ft NS NR,WA,14.9,NW,Trout Lake
-121.566,47.403,TINK,Tinkham,NF,/425.783.6000,early jun-mid sep,,49,1526,NH ND NS RS,WA,12.1,SE,North Bend
-119.726,48.846,TOAT,Toats Coulee- State Forest,SF,509.684.7474,see agency web site for open/closed status,,9,2558,NH ND VT NW NS NR PA,WA,4.6,NW,Loomis
-121.925,47.644,TOLT,Tolt MacDonald Park,CP,206.205.5434,all year,,40,,WE DP DW SH RS,WA,0.6,SW,Carnation
-121.866,46.446,TOWE,Tower Rock,NF,360.497.1105/360.891.5001,mid may-mid sep,,22,,NH ND NS RS,WA,7.5,SE,Randle
-121.121,46.497,TREE,Tree Phones- State Forest,SF,509.925.8510,see agency web site for open/closed status,,14,4843,NH ND VT DW NS NR PA,WA,30.1,W,Yakima
-120.57,47.337,TRON,Tronsen,NF,,,,,3904,NR,WA,16.2,S,Peshastin
-121.401,47.898,TROB,Troublesome Creek,NF,360.677.2414/425.783.6000,early jun-late aug,,35,,NH ND NS RS,WA,8.9,NE,Index
-121.613,46.056,TROU,Trout Creek,NF,509.395.3401/360.891.5001,,,17,2231,NH ND NS NR L$,WA,5.7,NW,Trout Lake
-118.239,48.624,TROL,Trout Lake,NF,509.738.7700/509.684.7000,,,9,3087,NH ND NS NR N$,WA,8.4,W,Kettle Falls
-120.908,47.56,TROC,Trout Lake Creek,NF,509.395.3400,,rough road - RVs not recommended,,2185,NH ND VT NW NS NR L$,WA,11.8,W,Leavenworth
-117.687,46.243,TUCA,Tucannon,NF,509.843.1891/541.278.3716,,,36,2720,NH ND NS NR,WA,16.5,S,Pomeroy
-120.732,47.678,TUMW,Tumwater,NF,509.548.6977/509.664.9200,,,100,1729,NH ND NS NR,WA,6.5,NW,Leavenworth
-121.228,45.74,TURK,Turkey Hole - WDFW,SFW,,all year,Fish/Wildlife sites may have few facilitiies,,,NH ND VT NS NR N$,WA,4.1,NE,Lyle
-121.784,48.093,TURL,Turlo,NF,360.436.1155/425.783.6000,early may-late oct,,19,,NH ND NS RS,WA,8.6,E,Granite Falls
-122.972,47.377,TWAN,Twanoh State Park,SP,360.275.2222,all year,,47,,WES DP 35ft DW SH RS,WA,6.1,E,Union
-120.265,47.992,TWEN,Twenty - Five Mile Creek State Park,SP,509.687.3710,early apr-late sep,,67,,WES DP DW SH RS,WA,15.5,NW,Chelan
-121.668,46.216,TWIF,Twin Falls,NF,360.449.7810/360.891.5001,,,6,2759,NH ND NS NR,WA,,,
-124.108,46.856,TWIN,Twin Harbors State Park,SP,360.268.9717,all year,Camper says private campgrounds in this area are better choice,300,,E DP 35ft DW SH RS,WA,2.3,S,Westport
-118.506,47.53,TWIN,Twin Lakes,BLM,,,,,1884,NH ND NS NR,WA,12.2,W,Harrington
-120.482,46.856,UMTA,Umtanum - Yakima River Canyon,BLM,509.536.1200,mid may-mid sep,unknown facil,,,NH ND NS NR,WA,10.2,S,Ellensburg
-120.159,48.631,UPPE,Upper Bobcat - WDFW,SFW,,,Fish/Wildlife sites may have few facilitiies,,2180,NH ND VT NS NR N$,WA,10.7,N,Winthrop
-124.117,47.679,UPPE,Upper Clearwater- State Forest,SF,,see agency web site for open/closed status,,6,,NH ND VT NW NS NR PA,WA,22.5,SE,Forks
-122.773,48.136,UPPF,Upper Forest - Fort Worden State Park,SP,360.344.4431,all year,for reservations call 360.344.4431,30,,WE DP,WA,1.4,NW,Port Townsend
-121.776,48.09,VERL,Verlot,NF,360.436.1155/425.783.6000,early may-late oct,,27,,NH ND NS RS,WA,8.9,E,Granite Falls
-119.742,46.64,VERN,Vernita Bridge - WDFW,SFW,,all year,Fish/Wildlife sites may have few facilitiies,,,NH ND VT NS NR N$,WA,36.3,E,Yakima
-118.633,46.429,WALK,Walker Park - Lake Sacajawea,COE,,,unknown facil,,,NH ND NS NR,WA,,,
-121.473,46.424,WALU,Walupt Lake,NF,360.497.1105/360.891.5001,early jul-mid sep,,64,3986,NH ND NS RS,WA,24.3,E,Randle
-119.993,46.9,WANA,Wanapum State Park/Ginkgo Petrified Forest,SP,509.856.2700,early apr-late oct,To reserve call 888.226.7688. Very windy!,50,,WES DP 60ft FT DW SH RS,WA,3.1,S,Vantage
-120.399,48.367,WARC,War Creek,NF,509.996.4003/509.664.9200,,,11,2493,NH ND NS NR,WA,12.7,W,Twisp
-119.159,46.981,WARD,Warden Lake North - WDFW,SFW,,early apr-late sep,Fish/Wildlife sites may have few facilitiies,,,NH ND VT NS NR N$,WA,11.7,SE,Moses Lake
-122.696,48.498,WASH,Washington City Park - Anacortes,CP,360.293.1927,,,,,E DP DW SH,WA,3.9,W,Anacortes
-117.375,46.636,WAWA,Wawawai County Park,CP,509.334.3774,,gate closed at dusk,9,,NH ND FT DW NR,WA,16.9,S,Colfax
-120.676,48.316,WEAV,Weaver Point - North Cascades National Park,NP,360.854.7200,,private boat or ferry from Chelan,22,,DW NR,WA,1,NW,Stehekin
-120.328,47.458,WENA,Wenatchee Confluence State Park,SP,509.664.6373,all year,,60,,WES DP 65ft SH RS,WA,2.5,N,Wenatchee
-120.41,47.485,WENR,Wenatchee River County Park,CP,509.667.7503,,,,,WES DP DW SH,WA,0.4,E,Monitor
-122.287,48.137,WENB,Wenberg County Park,CP,360.652.7417,,for reservations call park directly,75,,E DP 50ft SH NR,WA,8.2,SE,Stanwood
-117.284,48.839,WEST,West Sullivan,NF,509.446.7500/509.684.7000,mid may-late aug,,26,2615,NH ND NS RS,WA,4.9,E,Metaline
-124.129,46.899,WESR,Westport Recreation Park - Military,MIL,206.217.6129,,military only - do not use our lat/lon - contact them for directions and info,,,RS,WA,1.4,NW,Westport
-121.38,46.645,WHIP,White Pass Lake/ Leech Lake,NF,509.653.1410/509.664.9200,,,9,4442,NR,WA,32.8,W,Naches
-120.927,47.771,WHIT,White Pine,NF,509.548.6977/509.664.9200,,,5,2766,NR,WA,17.3,NW,Leavenworth
-121.641,46.903,WHIR,White River - Mount Rainier National Park,NP,360.569.2211,early jul-mid sep,,112,4341,NH ND NS NR,WA,26.6,SE,Enumclaw
-120.94,47.953,WHIF,White River Falls,NF,509.548.6977/509.664.9200,,,5,2280,NR,WA,11.6,NW,Lake Wenatchee
-117.435,46.137,WICK,Wickiup,NF,509.843.1891/541.278.3716,,,14,5978,NR,WA,24.7,S,Pomeroy
-123.861,47.461,WILB,Willaby,NF,/360.956.2300,,,34,,NH ND 16ft NS NR,WA,0.8,SW,Quinault
-121.501,48.349,WILL,William C. Dearinger- State Forest,SF,360.856.3500,see agency web site for open/closed status,,12,,NH ND VT NW NS NR PA,WA,8,NE,Darrington
-121.037,46.673,WILL,Willows,NF,509.653.1410/509.664.9200,early jun-mid sep,,16,2536,NH ND NS RS,WA,16.5,W,Naches
-117.75,46.682,WILL,Willows Landing - Lake Bryan,COE,,,unknown facil,,,NH ND NS NR,WA,21.2,NE,Starbuck
-119.618,47.107,WINC,Winchester Lake No. 1 - WDFW,SFW,,all year,Fish/Wildlife sites may have few facilitiies,,,NH ND VT NS NR N$,WA,14.9,S,Ephrata
-118.578,46.534,WIDU,Windust - Lake Sacajawea,COE,509.547.2048,all year,,24,,NH DP NS RS N$,WA,32.2,NE,Pasco
-120.907,46.694,WIND,Windy Point,NF,509.653.1410/509.664.9200,mid may-late sep,,16,2073,NH ND NS RS,WA,10.2,W,Naches
-121.087,47.277,WISH,Wish Poosh,NF,509.852.1100/509.664.9200,mid may-mid sep,,90,2231,NH ND 22ft NS RS PA,WA,8.9,NW,Cle Elum
-121.403,46.16,YAKA,Yakama Nation - Bench Lake,CP,,,,,4969,NH PT DW L$,WA,,,
-120.458,46.592,YAKI,Yakima Sportsman State Park,SP,509.575.2774,all year,,,,E DP 60ft SH RS,WA,2.4,E,Yakima
-110.96,42.49,ALLR,Allred Flat,NF,307.885.3166/307.739.5500,,,32,6791,NH ND 40ft VT DW SH NR L$,WY,9.3,S,Smoot
-111.042,43.197,ALPI,Alpine,NF,208.523.1412/208.557.5760,,,16,5696,NH ND 45ft VT DW NS NR,WY,2.8,NW,Alpine
-110.202,43.825,ANGL,Angles,NF,,,,4,7300,NH ND PT DW NS NR L$,WY,36.8,NE,Jackson
-110.518,43.637,ATHE,Atherton Creek,NF,307.739.5400/307.739.5500,,,19,6965,NH ND 40ft VT DW NS NR L$,WY,16.4,NE,Jackson
-108.723,42.516,ATLA,Atlantic City,BLM,307.332.8400,,,16,8127,NH ND VT DW NS NR L$,WY,21.9,S,Lander
-105.612,42.734,AYER,Ayers Natural Bridge,CP,307.358.3532,,stone arch - gates locked 8 PM - unknown facilities,10,5350,N$,WY,11.8,W,Douglas
-107.86,44.806,BALD,Bald Mountain,NF,307.548.6541/307.674.2600,mid jun-late aug,,15,9098,NH ND VT DW NS RS PA,WY,26,E,Lovell
-107.16,41.093,BATT,Battle Creek,NF,,,,4,7289,NH ND 16ft NS NR N$,WY,31,SW,Saratoga
-104.327,44.655,BEAR,Bearlodge,NF,307.283.1361/605.673.9200,,,8,4708,NH ND VT DW NS NR L$,WY,7.2,W,Aladdin
-109.589,44.945,BEAT,Beartooth Lake,NF,307.527.6921/307.527.6241,mid jul-mid sep,,21,8970,NH ND 32ft VT DW NS NR,WY,39,NW,Cody
-106.313,42.734,BART,Beartrap - Casper Mountain Park,CP,,,,,7876,NH ND VT DW NS L$,WY,1.3,S,Casper Mountai
-110.863,40.824,BEAV,Beaver View,NF,,,,17,8900,NH ND NS NR,WY,31.1,S,Evanston
-104.706,44.582,BELL,Belle Fourche - Devils Tower National Monument,NP,307.467.5283,,,,3875,NH ND 35ft NS NR L$,WY,0.6,SW,Devils Tower
-108.715,42.52,BIGA,Big Atlantic Gulch,BLM,307.332.8400,,,10,8058,NH ND VT DW NS NR L$,WY,1.8,NE,Atlantic City
-109.605,44.462,BIGG,Big Game,NF,307.527.6921/307.527.6241,early jun-mid sep,,16,5919,NH ND 32ft VT NW NS RS L$,WY,8.3,W,Wapiti
-109.269,42.688,BIGS,Big Sandy,NF,307.367.4326/307.739.5500,mid jun-mid sep,,8,9114,NH ND 16ft VT NW NS NR L$,WY,23.2,E,Boulder
-106.906,42.497,BISH,Bishops Point - Pathfinder Lake,CP,307.235.9311,,,40,5863,NH ND VT NW NS L$,WY,10.4,W,Alcova
-106.713,42.533,BLAC,Black Beach - Alcova Reservoir,CP,307.235.9311,,,200,5500,NH ND NS NR L$,WY,1.3,S,Alcova
-106.255,41.157,BOBB,Bobbie Thomson,NF,307.745.2300/307.745.2300,,,16,8720,NH ND 25ft VT DW NS NR L$,WY,35.2,SE,Saratoga
-106.901,41.176,BOTT,Bottle Creek,NF,307.326.5258/307.745.2300,mid jun-mid oct,,16,8901,NH ND 45ft VT DW NS NR L$,WY,6.1,W,Encampment
-109.617,42.858,BOUL,Boulder Lake,NF,307.367.4326/307.739.5500,,,15,7303,NH ND 45ft VT NW NS NR L$,WY,9.3,NE,Boulder
-109.704,42.842,BOLL,Boulder Lake Recreation Site,BLM,,,,5,7369,VT NW NR,WY,8.3,E,Pinedale
-107.252,44.165,BOUP,Boulder Park,NF,/307.674.2600,early jun-mid sep,,28,7986,NH DP 50ft VT DW NS RS PA,WY,13.4,NE,Ten Sleep
-106.371,41.513,BOWR,Bow River,NF,307.326.5258/307.745.2300,,,13,8600,NH ND 32ft VT DW NS NR L$,WY,12.2,S,Elk Mountain
-110.294,43.861,BOXC,Box Creek,NF,307.543.2386/307.739.5500,,,6,7300,NH ND NS NR L$,WY,35.2,NE,Jackson
-108.162,43.404,BOYS,Boysen State Park,SP,307.876.2796,all year,6 campgrounds,280,4928,RS,WY,11.9,N,Shoshoni
-110.437,44.535,BRIB,Bridge Bay - Yellowstone National Park,NP,307.344.7311,mid may-mid sep,fills up - get res - call Xanterra at 307.344.7311,425,7802,NH ND 40ft FT DW NS RS,WY,,,
-106.247,41.373,BROO,Brooklyn Lake,NF,307.745.2300/307.745.2300,early june - late aug,,19,10607,NH ND 30ft VT DW NS RS L$,WY,7.5,NW,Centennial
-110.004,43.751,BROL,Brooks Lake,NF,307.455.2466/307.527.6241,,,13,9114,NH ND 32ft VT NW NS NR N$,WY,24,NW,Dubois
-109.179,43.935,BROW,Brown Mountain,NF,307.527.6921/307.527.6241,mid may-mid sep,,7,7562,NH ND 16ft VT NW NS NR N$,WY,,,
-109.597,41.249,BUCK,Buckboard Crossing,NF,435.784.3445/435.789.1181,mid may-mid sep,,46,6109,E DP 45ft FT DW NS RS,WY,20.5,S,Green River
-109.244,44.502,BUFF,Buffalo Bill State Park,SP,307.587.9227,early may-late oct,2 campgrounds,99,5459,NH ND NS RS,WY,9.4,W,Cody
-107.221,43.443,BUFF,Buffalo Creek,BLM,307.261.7600,,,4,8197,NH ND VT NW NS NR,WY,18.3,N,Arminto
-107.213,44.17,BULL,Bull Creek,NF,/307.674.2600,,,10,8550,NH ND 25ft VT NW NS NR,WY,15.1,NE,Ten Sleep
-110.778,43.251,CABI,Cabin Creek,NF,,,,10,5883,NH ND 45ft VT NW NS NR,WY,15.8,S,Jackson
-107.531,44.57,CABM,Cabin Creek Meadows,NF,307.548.6541/307.674.2600,mid jun-mid sep,,26,7638,NH ND 50ft VT DW NS NR L$,WY,26.5,E,Greybull
-105.837,42.455,CAMP,Campbell Creek,NF,307.358.4690/307.745.2300,,,6,8025,NH ND 22ft VT NW NS NR L$,WY,31.3,SW,Douglas
-110.488,44.735,CANY,Canyon - Yellowstone National Park,NP,307.344.7311,mid jun-mid sep,fills up - get res - call Xanterra at 307.344.7311,272,7956,NH DP 40ft FT DW SH RS,WY,,,
-106.313,42.734,CASP,Casper Mountain County Park,CP,,,unknown facilities - 3 campgrounds,,7876,L$,WY,9.2,S,Casper
-111.015,44.129,CAVE,Cave Falls,NF,208.558.7301/208.557.5760,,,25,6165,NH ND NS NR,WY,5,N,Alta
-106.991,44.283,CIRC,Circle Park,NF,/307.674.2600,mid jun-mid sep,,10,8130,NH ND 50ft VT DW NS NR,WY,15.1,W,Buffalo
-109.668,44.461,CLEA,Clearwater,NF,307.527.6921/307.527.6241,mid may-mid sep,,11,6014,NH ND 40ft VT NW NS NR,WY,11.4,W,Wapiti
-107.245,44.519,COFF,Coffeen Park,NF,307.674.2600/307.674.2600,,,6,8510,NR,WY,29.4,NW,Buffalo
-110.642,43.909,COLT,Colter Bay - Grand Teton National Park,NP,307.739.3300,mid may-mid sep,,350,6824,NH DP FT DW NS NR,WY,,,Moran Junction
